Gender,Income,Education,Dependents,Marital Status,Employment Status,Mortgage,Resident,Credit,Risk Status
Male,45000,Bachelor,1,Separated,Unemployed,Yes,Urban,Yes,3
Male,37000,Bachelor,1,Single,Self-employed,Yes,Semi-urban,Yes,3
Female,32000,Others,1,Single,Retired,Yes,Semi-urban,Yes,4
Male,33000,Others,2,Divorced,Others,Yes,Semi-urban,No,4
Female,52000,Master,1,Single,Unemployed,Yes,Urban,No,3
Female,68000,Master,1,Widowed,Employed,Yes,Urban,Yes,2
Male,23000,Master,1,Widowed,Others,Yes,Semi-urban,Yes,3
Female,99000,Doctorate,2,Divorced,Employed,Yes,Urban,Yes,2
Male,32000,Bachelor,2,Married,Retired,Yes,Semi-urban,Yes,4
Male,41000,Bachelor,0,Divorced,Unemployed,Yes,Urban,Yes,3
Male,78000,Master,1,Single,Employed,Yes,Semi-urban,Yes,2
Male,49000,Bachelor,1,Single,Others,Yes,Urban,No,3
Male,23000,Bachelor,1,Married,Employed,No,Urban,No,3
Female,86000,Doctorate,2,Widowed,Employed,Yes,Semi-urban,No,2
Male,23000,Master,0,Single,Others,Yes,Urban,No,3
Male,92000,Master,2,Divorced,Part-time,No,Urban,Yes,3
Female,90000,Bachelor,1,Married,Others,No,Semi-urban,Yes,3
Male,50000,Bachelor,1,Married,Employed,Yes,Urban,No,2
Female,41000,Bachelor,0,Married,Self-employed,Yes,Urban,Yes,2
Male,30000,Master,1,Single,Self-employed,Yes,Rural,Yes,3
Female,45000,Doctorate,0,Divorced,Self-employed,No,Urban,No,2
Male,117000,Doctorate,1,Single,Employed,Yes,Semi-urban,Yes,2
Male,75000,Master,0,Divorced,Employed,No,Semi-urban,Yes,3
Male,22000,Bachelor,0,Married,Self-employed,Yes,Urban,Yes,2
Female,124000,Master,3,Divorced,Self-employed,Yes,Urban,No,2
Female,56000,Doctorate,0,Married,Self-employed,No,Semi-urban,No,2
Male,130000,Others,4,Widowed,Employed,Yes,Urban,Yes,3
Male,16000,Bachelor,1,Single,Self-employed,Yes,Rural,No,3
Female,33000,Bachelor,0,Widowed,Part-time,No,Urban,Yes,3
Female,45000,Master,1,Married,Others,Yes,Urban,No,3
Female,42000,Others,1,Separated,Others,No,Semi-urban,No,4
Female,82000,Doctorate,0,Single,Employed,Yes,Urban,Yes,1
Male,18000,Others,1,Divorced,Retired,Yes,Rural,No,4
Male,64000,Others,0,Married,Part-time,Yes,Semi-urban,Yes,3
Male,30000,Doctorate,2,Single,Employed,No,Semi-urban,Yes,3
Male,111000,Master,2,Widowed,Employed,Yes,Rural,Yes,2
Male,60000,Doctorate,1,Single,Self-employed,Yes,Urban,No,2
Female,22000,Bachelor,1,Divorced,Self-employed,Yes,Semi-urban,No,3
Female,30000,Bachelor,1,Single,Part-time,Yes,Semi-urban,Yes,3
Female,87000,Bachelor,0,Married,Self-employed,No,Semi-urban,Yes,2
Male,40000,Bachelor,0,Single,Self-employed,Yes,Semi-urban,Yes,3
Female,19000,Doctorate,1,Divorced,Others,Yes,Urban,Yes,3
Male,131000,Doctorate,1,Separated,Self-employed,No,Urban,Yes,2
Male,51000,Others,0,Divorced,Part-time,Yes,Rural,Yes,3
Male,31000,Master,2,Married,Part-time,No,Semi-urban,No,4
Male,76000,Doctorate,1,Widowed,Part-time,No,Urban,Yes,3
Female,69000,Master,1,Married,Employed,No,Urban,Yes,2
Female,43000,Others,2,Widowed,Self-employed,Yes,Urban,Yes,3
Female,31000,Doctorate,1,Single,Employed,No,Semi-urban,No,3
Female,66000,Master,0,Married,Unemployed,Yes,Urban,Yes,2
Male,25000,Bachelor,1,Single,Employed,No,Urban,Yes,3
Male,95000,Master,0,Widowed,Others,Yes,Urban,Yes,2
Female,30000,Bachelor,2,Divorced,Self-employed,Yes,Urban,No,3
Male,21000,Master,1,Widowed,Self-employed,Yes,Semi-urban,Yes,3
Male,84000,Doctorate,1,Separated,Employed,Yes,Rural,Yes,2
Male,20000,Bachelor,0,Married,Employed,Yes,Urban,No,2
Female,76000,Master,1,Widowed,Employed,Yes,Semi-urban,Yes,2
Female,173000,Doctorate,1,Divorced,Self-employed,Yes,Rural,Yes,2
Male,100000,Master,0,Separated,Others,No,Urban,Yes,2
Male,17000,Others,0,Divorced,Part-time,Yes,Urban,No,3
Female,71000,Others,0,Married,Others,No,Urban,Yes,3
Male,60000,Bachelor,1,Widowed,Self-employed,Yes,Semi-urban,No,3
Female,66000,Others,3,Single,Self-employed,Yes,Urban,Yes,3
Male,64000,Bachelor,2,Married,Others,Yes,Urban,Yes,3
Male,82000,Bachelor,2,Married,Self-employed,Yes,Urban,Yes,2
Male,28000,Others,1,Single,Others,No,Rural,No,4
Female,19000,Bachelor,3,Single,Part-time,Yes,Rural,No,4
Female,96000,Doctorate,0,Widowed,Others,Yes,Urban,Yes,2
Female,86000,Bachelor,1,Single,Others,Yes,Semi-urban,Yes,3
Female,39000,Others,1,Single,Others,Yes,Urban,No,4
Male,23000,Bachelor,0,Single,Employed,No,Rural,Yes,3
Male,17000,Master,1,Single,Self-employed,Yes,Rural,Yes,3
Male,30000,Master,1,Divorced,Part-time,Yes,Rural,No,3
Male,71000,Bachelor,2,Widowed,Employed,Yes,Urban,Yes,3
Male,75000,Others,1,Married,Others,Yes,Urban,No,3
Female,22000,Doctorate,1,Married,Part-time,Yes,Semi-urban,Yes,2
Female,50000,Bachelor,0,Single,Others,Yes,Urban,No,3
Female,58000,Bachelor,0,Widowed,Part-time,No,Urban,No,3
Male,28000,Doctorate,1,Married,Others,Yes,Urban,Yes,2
Male,39000,Bachelor,2,Married,Part-time,Yes,Semi-urban,No,3
Female,25000,Bachelor,0,Divorced,Self-employed,Yes,Rural,Yes,3
Male,25000,Master,1,Divorced,Self-employed,Yes,Urban,No,2
Female,36000,Bachelor,1,Single,Self-employed,Yes,Urban,Yes,3
Male,36000,Bachelor,0,Single,Employed,No,Rural,Yes,3
Female,119000,Master,1,Single,Self-employed,Yes,Semi-urban,Yes,2
Male,23000,Bachelor,0,Single,Self-employed,Yes,Semi-urban,No,3
Male,51000,Doctorate,1,Married,Employed,Yes,Urban,No,2
Female,23000,Bachelor,2,Divorced,Retired,Yes,Urban,No,4
Male,81000,Bachelor,2,Married,Self-employed,Yes,Urban,No,2
Male,22000,Bachelor,0,Widowed,Others,Yes,Rural,Yes,3
Male,26000,Master,2,Married,Others,Yes,Semi-urban,Yes,3
Female,23000,Master,0,Widowed,Part-time,No,Semi-urban,No,3
Male,67000,Bachelor,0,Divorced,Self-employed,No,Urban,Yes,3
Female,49000,Doctorate,1,Separated,Self-employed,Yes,Rural,Yes,2
Female,72000,Bachelor,1,Divorced,Part-time,Yes,Rural,Yes,3
Female,18000,Doctorate,1,Widowed,Unemployed,No,Rural,No,4
Male,68000,Bachelor,1,Single,Employed,Yes,Urban,Yes,2
Male,82000,Master,1,Widowed,Employed,Yes,Semi-urban,No,2
Male,15000,Bachelor,1,Single,Unemployed,Yes,Rural,Yes,4
Male,63000,Bachelor,2,Single,Self-employed,Yes,Urban,Yes,3
Male,22000,Bachelor,3,Divorced,Employed,Yes,Semi-urban,No,4
Male,51000,Bachelor,1,Married,Employed,Yes,Semi-urban,No,2
Female,36000,Bachelor,1,Married,Others,Yes,Semi-urban,Yes,3
Male,25000,Doctorate,0,Separated,Part-time,Yes,Urban,Yes,2
Female,61000,Bachelor,4,Single,Employed,Yes,Urban,Yes,3
Male,20000,Bachelor,0,Divorced,Self-employed,Yes,Semi-urban,Yes,3
Male,28000,Bachelor,1,Separated,Others,No,Urban,Yes,4
Male,34000,Others,1,Single,Part-time,Yes,Semi-urban,No,4
Male,30000,Master,0,Single,Self-employed,Yes,Semi-urban,No,2
Male,42000,Bachelor,1,Widowed,Employed,Yes,Urban,Yes,3
Male,59000,Master,1,Widowed,Employed,Yes,Semi-urban,Yes,2
Male,24000,Bachelor,0,Widowed,Part-time,No,Urban,Yes,3
Male,110000,Bachelor,1,Married,Others,Yes,Semi-urban,Yes,3
Female,116000,Bachelor,0,Single,Self-employed,Yes,Rural,Yes,2
Male,67000,Master,2,Divorced,Self-employed,Yes,Urban,Yes,2
Male,70000,Doctorate,1,Divorced,Employed,Yes,Semi-urban,Yes,2
Female,74000,Others,2,Married,Part-time,Yes,Urban,No,3
Female,40000,Bachelor,0,Divorced,Self-employed,Yes,Semi-urban,Yes,3
Female,54000,Master,1,Divorced,Self-employed,No,Rural,Yes,3
Male,79000,Doctorate,1,Widowed,Employed,Yes,Semi-urban,No,2
Male,45000,Bachelor,1,Widowed,Others,Yes,Semi-urban,No,4
Male,108000,Others,1,Single,Self-employed,Yes,Rural,Yes,3
Male,82000,Doctorate,0,Widowed,Others,No,Urban,Yes,2
Female,79000,Bachelor,1,Divorced,Self-employed,Yes,Semi-urban,Yes,3
Female,57000,Bachelor,2,Separated,Self-employed,Yes,Urban,Yes,2
Female,17000,Master,2,Widowed,Self-employed,No,Urban,No,4
Female,55000,Bachelor,0,Single,Others,Yes,Semi-urban,No,3
Male,28000,Bachelor,1,Divorced,Retired,Yes,Urban,No,3
Female,54000,Master,0,Single,Self-employed,Yes,Rural,Yes,2
Male,23000,Doctorate,1,Widowed,Part-time,No,Semi-urban,No,3
Female,23000,Bachelor,1,Divorced,Employed,No,Rural,Yes,4
Female,93000,Bachelor,0,Single,Others,Yes,Semi-urban,No,3
Male,23000,Master,0,Widowed,Employed,Yes,Semi-urban,No,2
Male,107000,Master,1,Widowed,Self-employed,Yes,Urban,No,2
Male,76000,Doctorate,2,Divorced,Employed,Yes,Urban,Yes,2
Female,157000,Master,2,Widowed,Others,No,Urban,Yes,3
Male,38000,Bachelor,1,Divorced,Employed,No,Urban,Yes,3
Male,99000,Master,0,Married,Employed,Yes,Semi-urban,No,2
Male,85000,Others,0,Single,Others,Yes,Rural,Yes,3
Female,30000,Master,1,Married,Employed,Yes,Semi-urban,Yes,2
Male,24000,Others,1,Married,Part-time,No,Rural,Yes,4
Female,42000,Bachelor,2,Married,Others,No,Urban,Yes,4
Male,68000,Bachelor,1,Divorced,Retired,No,Rural,Yes,4
Female,24000,Others,1,Divorced,Part-time,Yes,Urban,Yes,3
Female,64000,Doctorate,1,Separated,Retired,Yes,Urban,Yes,2
Male,83000,Bachelor,1,Single,Employed,No,Urban,Yes,3
Female,88000,Bachelor,2,Widowed,Self-employed,Yes,Urban,Yes,2
Male,51000,Doctorate,2,Single,Employed,No,Rural,Yes,3
Male,55000,Others,0,Widowed,Part-time,Yes,Semi-urban,Yes,3
Female,143000,Master,1,Widowed,Self-employed,Yes,Urban,Yes,2
Female,23000,Bachelor,1,Separated,Self-employed,No,Urban,No,3
Male,44000,Others,1,Single,Employed,Yes,Urban,No,3
Male,32000,Bachelor,1,Single,Employed,Yes,Urban,No,3
Female,169000,Others,1,Widowed,Employed,No,Urban,Yes,3
Male,37000,Bachelor,0,Single,Self-employed,Yes,Urban,Yes,2
Female,36000,Others,0,Single,Others,Yes,Urban,No,3
Female,55000,Master,0,Divorced,Self-employed,No,Urban,No,2
Female,74000,Others,0,Separated,Part-time,No,Urban,No,3
Male,58000,Master,0,Divorced,Self-employed,Yes,Rural,Yes,2
Male,27000,Bachelor,2,Married,Employed,Yes,Urban,Yes,3
Male,53000,Master,1,Widowed,Retired,No,Urban,No,3
Female,35000,Master,2,Divorced,Retired,Yes,Semi-urban,Yes,4
Female,90000,Master,3,Single,Employed,Yes,Semi-urban,Yes,3
Male,66000,Master,2,Divorced,Part-time,Yes,Semi-urban,Yes,3
Male,64000,Master,1,Widowed,Employed,No,Semi-urban,Yes,3
Female,46000,Others,1,Separated,Self-employed,Yes,Urban,No,3
Male,76000,Bachelor,0,Married,Employed,Yes,Semi-urban,Yes,2
Female,71000,Bachelor,1,Divorced,Self-employed,No,Urban,Yes,3
Female,135000,Master,2,Widowed,Self-employed,Yes,Urban,No,2
Male,158000,Bachelor,1,Divorced,Employed,Yes,Urban,No,2
Female,85000,Others,2,Widowed,Employed,Yes,Urban,No,3
Male,40000,Doctorate,2,Widowed,Others,No,Semi-urban,Yes,4
Male,59000,Others,0,Married,Retired,Yes,Urban,Yes,3
Female,107000,Master,2,Divorced,Self-employed,Yes,Semi-urban,Yes,2
Female,18000,Bachelor,0,Widowed,Others,No,Urban,Yes,4
Male,81000,Doctorate,0,Single,Employed,Yes,Semi-urban,Yes,2
Male,98000,Doctorate,1,Single,Employed,No,Urban,Yes,2
Female,102000,Master,1,Widowed,Others,Yes,Urban,Yes,2
Male,25000,Others,2,Divorced,Others,Yes,Semi-urban,Yes,4
Female,61000,Doctorate,1,Widowed,Others,Yes,Urban,Yes,2
Female,37000,Bachelor,0,Single,Part-time,No,Urban,No,3
Female,32000,Bachelor,1,Single,Self-employed,No,Urban,Yes,3
Male,43000,Bachelor,1,Divorced,Others,No,Urban,Yes,4
Female,46000,Bachelor,0,Divorced,Unemployed,No,Urban,Yes,4
Female,51000,Doctorate,1,Divorced,Others,Yes,Urban,Yes,2
Female,39000,Bachelor,0,Widowed,Employed,No,Rural,Yes,3
Female,113000,Doctorate,0,Widowed,Self-employed,Yes,Rural,No,2
Female,38000,Others,2,Married,Part-time,Yes,Rural,Yes,4
Female,28000,Master,1,Divorced,Part-time,Yes,Rural,Yes,3
Female,115000,Doctorate,1,Married,Self-employed,No,Urban,No,2
Female,47000,Others,1,Divorced,Part-time,Yes,Semi-urban,No,4
Male,51000,Bachelor,0,Separated,Others,Yes,Urban,No,2
Male,67000,Bachelor,1,Divorced,Part-time,No,Semi-urban,Yes,4
Male,33000,Bachelor,2,Widowed,Self-employed,No,Rural,No,4
Female,70000,Bachelor,3,Married,Employed,No,Urban,Yes,3
Male,48000,Bachelor,1,Single,Others,Yes,Urban,No,3
Female,101000,Master,2,Single,Employed,Yes,Urban,No,2
Male,87000,Master,2,Divorced,Employed,No,Semi-urban,Yes,3
Female,58000,Bachelor,1,Married,Self-employed,Yes,Urban,Yes,2
Male,44000,Bachelor,0,Widowed,Retired,No,Semi-urban,No,4
Female,77000,Bachelor,2,Single,Employed,Yes,Urban,No,3
Female,58000,Master,1,Single,Employed,Yes,Semi-urban,Yes,2
Male,105000,Others,1,Divorced,Employed,No,Semi-urban,,3
Male,52000,Master,0,Single,Self-employed,No,Semi-urban,Yes,3
Female,27000,Others,1,Single,Retired,No,Urban,Yes,4
Female,160000,Doctorate,0,Widowed,Others,No,Semi-urban,Yes,2
Female,58000,Doctorate,0,Widowed,Part-time,Yes,Semi-urban,Yes,2
Female,62000,Bachelor,2,Widowed,Others,No,Urban,Yes,4
Female,121000,Master,1,Divorced,Employed,Yes,Urban,Yes,2
Male,62000,Bachelor,2,Divorced,Part-time,No,Urban,No,4
Female,45000,Master,2,Single,Self-employed,Yes,Urban,Yes,3
Male,69000,Others,2,Widowed,Part-time,No,Urban,No,4
Male,54000,Bachelor,1,Single,Employed,Yes,Semi-urban,Yes,3
Male,19000,Bachelor,3,Divorced,Self-employed,Yes,Semi-urban,Yes,4
Male,101000,Doctorate,0,Married,Others,No,Urban,Yes,2
Female,109000,Master,0,Married,Employed,No,Semi-urban,Yes,2
Female,68000,Bachelor,1,Widowed,Self-employed,Yes,Urban,No,2
Male,40000,Bachelor,1,Married,Part-time,Yes,Urban,No,3
Male,79000,Bachelor,1,Single,Employed,Yes,Urban,Yes,2
Male,68000,Doctorate,0,Widowed,Others,No,Urban,Yes,3
Female,79000,Bachelor,2,Single,Self-employed,Yes,Urban,Yes,3
Female,38000,Doctorate,1,Separated,Part-time,Yes,Semi-urban,No,2
Female,46000,Bachelor,2,Single,Part-time,Yes,Rural,Yes,4
Female,68000,Others,1,Divorced,Employed,Yes,Urban,No,3
Female,20000,Master,0,Divorced,Retired,No,Urban,Yes,3
Female,53000,Bachelor,1,Single,Part-time,Yes,Urban,Yes,3
Male,110000,Doctorate,0,Single,Self-employed,Yes,Semi-urban,Yes,2
Male,31000,Doctorate,0,Separated,Retired,Yes,Urban,Yes,2
Female,92000,Others,1,Single,Others,No,Semi-urban,Yes,4
Male,40000,Bachelor,1,Single,Employed,Yes,Rural,Yes,3
Female,19000,Doctorate,1,Widowed,Employed,No,Rural,Yes,3
Female,55000,Bachelor,0,Single,Others,Yes,Urban,Yes,3
Female,31000,Bachelor,1,Single,Part-time,No,Rural,No,4
Female,172000,Doctorate,0,Widowed,Self-employed,No,Urban,No,2
Male,20000,Master,1,Widowed,Others,Yes,Semi-urban,No,3
Male,28000,Bachelor,0,Single,Employed,Yes,Semi-urban,Yes,3
Female,27000,Doctorate,0,Widowed,Self-employed,No,Urban,No,2
Male,68000,Bachelor,1,Divorced,Retired,Yes,Urban,Yes,3
Male,69000,Bachelor,0,Married,Part-time,Yes,Rural,Yes,2
Male,94000,Master,0,Married,Self-employed,Yes,Urban,No,1
Male,95000,Doctorate,0,Married,Part-time,Yes,Semi-urban,Yes,2
Female,55000,Bachelor,2,Widowed,Self-employed,No,Urban,Yes,3
Male,90000,Others,1,Single,Self-employed,Yes,Semi-urban,Yes,3
Female,47000,Others,0,Married,Self-employed,No,Semi-urban,Yes,3
Female,35000,Bachelor,1,Single,Employed,No,Semi-urban,No,4
Male,52000,Bachelor,1,Single,Part-time,Yes,Semi-urban,Yes,3
Male,52000,Bachelor,1,Widowed,Self-employed,Yes,Urban,No,2
Female,20000,Master,1,Widowed,Employed,Yes,Rural,Yes,3
Female,78000,Master,0,Married,Self-employed,Yes,Semi-urban,Yes,2
Male,51000,Others,1,Separated,Part-time,No,Semi-urban,No,4
Male,21000,Bachelor,2,Single,Part-time,Yes,Urban,No,3
Female,30000,Bachelor,0,Divorced,Self-employed,Yes,Urban,No,2
Male,47000,Bachelor,1,Married,Others,Yes,Rural,Yes,3
Male,21000,Others,1,Widowed,Self-employed,Yes,Semi-urban,Yes,3
Female,19000,Master,0,Separated,Unemployed,Yes,Rural,Yes,3
Male,78000,Master,1,Married,Self-employed,No,Rural,Yes,3
Female,20000,Others,0,Divorced,Employed,Yes,Urban,Yes,3
Male,64000,Doctorate,2,Married,Unemployed,No,Urban,Yes,3
Male,42000,Bachelor,0,Single,Employed,Yes,Rural,No,3
Female,73000,Master,0,Single,Others,No,Urban,Yes,3
Female,40000,Bachelor,0,Single,Unemployed,No,Urban,Yes,4
Female,22000,Master,1,Divorced,Others,Yes,Rural,Yes,3
Male,55000,Master,1,Married,Employed,Yes,Urban,Yes,2
Female,102000,Master,2,Widowed,Employed,No,Semi-urban,Yes,3
Male,22000,Doctorate,1,Divorced,Others,No,Urban,Yes,3
Female,25000,Bachelor,0,Single,Part-time,Yes,Urban,Yes,3
Male,40000,Bachelor,1,Married,Others,Yes,Semi-urban,Yes,3
Male,39000,Others,1,Married,Employed,No,Semi-urban,Yes,4
Female,60000,Bachelor,0,Single,Part-time,No,Semi-urban,Yes,3
Male,37000,Bachelor,1,Separated,Retired,Yes,Urban,Yes,3
Male,94000,Master,1,Widowed,Employed,Yes,Urban,Yes,2
Female,47000,Bachelor,3,Single,Self-employed,Yes,Semi-urban,Yes,4
Female,62000,Master,3,Divorced,Part-time,Yes,Semi-urban,Yes,3
Male,53000,Doctorate,1,Single,Employed,Yes,Urban,No,2
Male,24000,Doctorate,1,Married,Employed,Yes,Rural,Yes,2
Female,42000,Bachelor,0,Married,Employed,Yes,Semi-urban,Yes,2
Male,30000,Master,1,Widowed,Self-employed,Yes,Urban,No,2
Female,32000,Others,1,Divorced,Others,No,Urban,Yes,4
Male,54000,Doctorate,1,Divorced,Self-employed,Yes,Urban,No,2
Female,36000,Master,1,Single,Employed,Yes,Rural,Yes,3
Female,33000,Bachelor,1,Married,Part-time,No,Semi-urban,Yes,4
Female,37000,Bachelor,0,Separated,Self-employed,Yes,Semi-urban,Yes,2
Female,62000,Bachelor,2,Divorced,Part-time,No,Urban,Yes,4
Female,59000,Doctorate,0,Widowed,Employed,Yes,Semi-urban,Yes,2
Female,35000,Bachelor,2,Single,Others,Yes,Semi-urban,Yes,4
Female,55000,Bachelor,0,Separated,Employed,Yes,Urban,No,2
Female,42000,Doctorate,0,Single,Employed,No,Rural,No,3
Male,60000,Master,1,Married,Self-employed,Yes,Urban,No,2
Male,73000,Bachelor,2,Widowed,Employed,No,Semi-urban,Yes,4
Male,61000,Bachelor,1,Divorced,Employed,Yes,Semi-urban,Yes,3
Male,93000,Others,0,Separated,Employed,Yes,Urban,Yes,2
Male,66000,Bachelor,1,Widowed,Others,Yes,Urban,Yes,3
Male,28000,Bachelor,1,Divorced,Others,Yes,Rural,No,4
Male,89000,Doctorate,1,Single,Self-employed,No,Rural,Yes,2
Female,57000,Bachelor,1,Single,Part-time,No,Urban,Yes,3
Male,46000,Bachelor,1,Divorced,Self-employed,Yes,Urban,Yes,3
Female,37000,Master,1,Single,Employed,Yes,Semi-urban,Yes,3
Male,85000,Doctorate,0,Widowed,Self-employed,Yes,Urban,Yes,1
Female,61000,Bachelor,2,Married,Employed,Yes,Urban,Yes,2
Female,53000,Bachelor,2,Single,Part-time,No,Urban,No,4
Female,58000,Master,1,Single,Part-time,No,Semi-urban,Yes,3
Female,74000,Bachelor,1,Divorced,Employed,Yes,Rural,Yes,3
Male,58000,Bachelor,2,Single,Others,Yes,Urban,Yes,3
Female,50000,Master,1,Divorced,Self-employed,Yes,Semi-urban,No,2
Male,60000,Bachelor,1,Widowed,Self-employed,Yes,Urban,No,2
Female,18000,Bachelor,1,Single,Retired,Yes,Semi-urban,Yes,4
Female,28000,Bachelor,1,Married,Self-employed,Yes,Semi-urban,No,3
Female,56000,Bachelor,3,Widowed,Part-time,Yes,Urban,Yes,3
Female,78000,Master,0,Single,Employed,Yes,Urban,Yes,2
Male,18000,Bachelor,0,Divorced,Self-employed,Yes,Rural,Yes,3
Female,59000,Others,2,Single,Part-time,Yes,Urban,Yes,3
Male,24000,Bachelor,1,Single,Others,No,Semi-urban,No,4
Male,31000,Bachelor,1,Widowed,Others,Yes,Semi-urban,No,4
Male,144000,Bachelor,5,Single,Self-employed,Yes,Semi-urban,Yes,3
Female,29000,Bachelor,1,Single,Self-employed,Yes,Semi-urban,No,3
Female,29000,Bachelor,0,Widowed,Unemployed,Yes,Urban,No,3
Female,125000,Master,1,Widowed,Employed,Yes,Rural,No,2
Male,40000,Master,2,Widowed,Others,No,Rural,Yes,4
Female,27000,Bachelor,0,Divorced,Part-time,Yes,Semi-urban,No,3
Female,41000,Bachelor,1,Single,Employed,Yes,Semi-urban,Yes,3
Male,25000,Master,0,Married,Others,Yes,Semi-urban,Yes,3
Male,33000,Others,1,Married,Others,Yes,Semi-urban,No,4
Female,73000,Doctorate,1,Divorced,Employed,Yes,Rural,Yes,2
Male,26000,Master,2,Widowed,Retired,Yes,Urban,No,3
Male,40000,Others,1,Separated,Self-employed,No,Urban,No,3
Female,34000,Others,2,Single,Others,Yes,Rural,No,4
Female,30000,Bachelor,4,Divorced,Employed,Yes,Rural,Yes,4
Female,36000,Master,0,Separated,Retired,Yes,Semi-urban,Yes,3
Female,18000,Others,3,Married,Employed,Yes,Semi-urban,No,4
Female,36000,Master,1,Divorced,Part-time,Yes,Urban,No,3
Male,35000,Bachelor,0,Divorced,Others,Yes,Urban,Yes,3
Male,62000,Doctorate,1,Widowed,Employed,Yes,Urban,Yes,2
Female,44000,Doctorate,1,Divorced,Employed,Yes,Semi-urban,Yes,2
Male,30000,Master,1,Married,Self-employed,Yes,Urban,No,2
Male,22000,Bachelor,0,Widowed,Part-time,Yes,Semi-urban,Yes,3
Male,119000,Master,1,Widowed,Part-time,Yes,Semi-urban,Yes,2
Male,127000,Doctorate,0,Single,Employed,Yes,Urban,Yes,1
Male,22000,Bachelor,1,Single,Others,No,Urban,Yes,4
Male,44000,Bachelor,2,Separated,Self-employed,Yes,Rural,No,3
Male,78000,Doctorate,1,Single,Employed,Yes,Semi-urban,Yes,2
Female,53000,Doctorate,0,Single,Employed,Yes,Urban,No,2
Male,39000,Others,2,Married,Self-employed,Yes,Urban,Yes,3
Female,20000,Master,1,Single,Self-employed,No,Rural,No,3
Male,37000,Bachelor,0,Divorced,Part-time,No,Urban,No,3
Male,35000,Bachelor,1,Single,Employed,Yes,Semi-urban,Yes,3
Male,49000,Bachelor,2,Single,Self-employed,Yes,Semi-urban,No,3
Female,122000,Others,1,Single,Employed,Yes,Urban,Yes,2
Male,73000,Bachelor,2,Divorced,Self-employed,No,Semi-urban,Yes,4
Male,40000,Doctorate,1,Single,Employed,No,Urban,No,3
Male,29000,Master,2,Divorced,Employed,No,Semi-urban,No,4
Female,72000,Master,1,Single,Part-time,Yes,Rural,Yes,3
Female,75000,Bachelor,1,Married,Employed,No,Urban,No,3
Female,92000,Bachelor,1,Divorced,Others,No,Urban,Yes,3
Female,67000,Master,0,Divorced,Part-time,Yes,Urban,Yes,2
Female,35000,Doctorate,1,Single,Others,Yes,Semi-urban,No,3
Male,74000,Master,1,Divorced,Employed,No,Semi-urban,Yes,3
Male,28000,Others,1,Married,Self-employed,Yes,Urban,Yes,3
Male,38000,Bachelor,2,Widowed,Retired,Yes,Urban,Yes,4
Male,79000,Others,2,Married,Self-employed,Yes,Urban,Yes,3
Male,38000,Bachelor,0,Widowed,Part-time,Yes,Urban,Yes,3
Male,56000,Bachelor,0,Single,Part-time,Yes,Urban,Yes,2
Male,49000,Master,2,Widowed,Employed,No,Urban,No,3
Male,79000,Master,1,Widowed,Part-time,Yes,Urban,Yes,2
Male,66000,Master,2,Single,Others,Yes,Urban,Yes,3
Female,24000,Bachelor,0,Married,Part-time,Yes,Urban,No,2
Male,119000,Doctorate,0,Divorced,Others,Yes,Urban,Yes,2
Female,16000,Others,1,Single,Retired,Yes,Semi-urban,No,4
Male,57000,Bachelor,1,Single,Part-time,No,Semi-urban,No,4
Male,106000,Master,1,Separated,Employed,Yes,Urban,Yes,2
Female,22000,Master,1,Single,Part-time,Yes,Semi-urban,Yes,3
Male,36000,Bachelor,3,Married,Self-employed,No,Semi-urban,No,4
Female,108000,Master,1,Separated,Self-employed,Yes,Rural,Yes,2
Male,43000,Bachelor,1,Single,Employed,Yes,Semi-urban,No,3
Male,34000,Bachelor,2,Widowed,Unemployed,No,Rural,Yes,4
Male,30000,Bachelor,1,Single,Others,Yes,Rural,No,4
Male,90000,Doctorate,1,Divorced,Self-employed,Yes,Semi-urban,Yes,2
Male,21000,Others,0,Separated,Employed,Yes,Rural,No,3
Male,67000,Others,0,Separated,Employed,Yes,Semi-urban,Yes,2
Male,17000,Master,1,Single,Others,No,Rural,Yes,4
Male,31000,Bachelor,0,Separated,Others,Yes,Urban,Yes,3
Female,90000,Bachelor,2,Widowed,Employed,Yes,Urban,Yes,2
Male,101000,Master,1,Widowed,Employed,Yes,Urban,No,2
Male,21000,Bachelor,0,Divorced,Others,Yes,Semi-urban,Yes,3
Male,74000,Others,1,Single,Self-employed,Yes,Semi-urban,Yes,3
Female,78000,Others,4,Single,Employed,Yes,Urban,Yes,4
Male,31000,Master,0,Single,Retired,Yes,Semi-urban,No,3
Female,73000,Others,1,Single,Others,Yes,Urban,Yes,3
Male,50000,Bachelor,2,Separated,Part-time,Yes,Rural,No,3
Male,37000,Master,1,Single,Others,Yes,Urban,No,3
Male,20000,Bachelor,0,Single,Others,Yes,Semi-urban,No,3
Male,63000,Doctorate,1,Divorced,Unemployed,No,Urban,Yes,3
Male,76000,Master,2,Married,Part-time,Yes,Urban,Yes,2
Male,56000,Others,1,Single,Part-time,Yes,Urban,No,3
Male,18000,Doctorate,1,Single,Others,Yes,Rural,Yes,3
Female,54000,Master,1,Married,Employed,Yes,Urban,No,2
Male,55000,Master,1,Single,Part-time,No,Semi-urban,No,3
Male,41000,Doctorate,2,Widowed,Employed,Yes,Urban,Yes,2
Female,70000,Master,1,Single,Others,Yes,Urban,Yes,3
